drama_name,Genres,Tags,Episodes,start airing,end airing,Aired On,Original Network,Duration,score,scored by,Ranked,Popularity,Content Rating,Watchers,actors,platforms,imdb_rating,imdb_user_count,imdb_description
Top Star U-back,"['comedy', 'romance', 'drama']","['healing', 'rich man/poor woman', 'unrequited love', 'grandma-granddaughter relationship', 'island setting', 'singer male lead', 'actor male lead', 'reporter supporting character', 'doctor supporting character', 'cheerful female lead ']",11,16-Nov-18,25-Jan-19,['friday'],['tvN'],80,7.6,1463,3199,2203,15+ - Teens 15 or older,"4,304","['Kim Ji Suk', 'Jeon So Min', 'Lee Sang Yeob', 'Heo Jung Min', 'Lee Ah Hyun', 'Jung Eun Pyo']",['K-DRAMA'],N/A,N/A,N/A
Touch,"['business', 'comedy', 'romance', 'drama']","['beauty and makeup', 'strong female lead', 'boss-employee relationship', 'second chance', 'idol trainee', 'domestic abuse', 'ex-girlfriend comes back', 'slow burn romance', 'first love', 'workplace abuse ']",16,3-Jan-20,22-Feb-20,"['friday', 'saturday']","['Channel A', 'Viki']",63,7.4,2181,4720,1572,15+ - Teens 15 or older,"6,372","['Joo Sang Wook', 'Kim Bo Ra', 'Lee Tae Hwan', 'Yoon Hee Seok', 'Song  Jae Hee', 'Byun Jung Soo']",['Viki'],7,78,"Cha Jung Hyeok was a popular make-up artist, who pursued perfection, but he is now in debt and unemployed. Han Soo Yeon has been a trainee to become an idol for 10 years. She takes part in an audition program to become an idol. A mysterious case causes Han Soo Yeon to get booted from the program. She then finds her new aptitude, which is a make-up artist. By chance, Han Soo Yeon meets Cha Jung Hyeok who is back as a make-up artist. She begins working as his assistant and they fall in love with each other. Meanwhile, Baek Ji Yoon is a top actress who has a strong desire for success. Kang Do Jin is a popular actor."
Touch Your Heart,"['comedy', 'law', 'romance', 'drama']","['famous lead/common lead', 'law firm', 'hardworking male lead', 'hardworking female lead', 'nice male lead', 'calm male lead', 'opposites attract', 'smart male lead', 'smart female lead', 'naive female lead ']",16,6-Feb-19,28-Mar-19,"['wednesday', 'thursday']",['tvN'],70,8.3,36278,671,51,15+ - Teens 15 or older,"74,242","['Lee Dong Wook', 'Yoo In Na', 'Lee Sang Woo', 'Son Sung Yoon', 'Oh Jung Se', 'Shim Hyung Tak']","['iWant TFC', 'Viki', 'WeTV', 'Netflix', 'K-DRAMA']",7.6,"3,321","A romance between a lawyer and a top actress, whose life goes downhill after becoming caught up in a scandal with a third generation chaebol. She fakes her position to become the lawyer's secretary in order to star in a famous writer's drama."
Tracer,"['action', 'thriller', 'mystery', 'drama']","['corruption', 'revenge', 'investigation', 'confident male lead', 'scheme', 'power struggle', 'miniseries', 'suspense', 'brave male lead', 'public officer ']",8,7-Jan-22,29-Jan-22,"['friday', 'saturday']",['MBC'],60,7.8,595,2205,2126,15+ - Teens 15 or older,"4,487","['Im Si Wan', 'Son Hyun Joo', 'Go Ah Sung', 'Park Yong Woo', 'Jeon Ik Ryung', 'Moon Won Ju']",['Wavve'],7.7,76,The series revolves around the people working at the National Tax Service.
Train,"['thriller', 'mystery', 'sci-fi']","['parallel dimension', 'suspense', 'murder', 'death', 'tough female lead', 'slight romance', 'strong male lead', 'crossworlds traveler', 'first love', 'orphan female lead ']",12,11-Jul-20,16-Aug-20,"['saturday', 'sunday']",['OCN'],60,8.4,6485,438,598,15+ - Teens 15 or older,"16,827","['Yoon Shi Yoon', 'Kyung Soo Jin', 'Shin So Yool', 'Lee Hang Na', 'Nam Moon Chul', 'Jo Wan Ki']",['Viki'],8,836,A sci-fi melodrama about a man who tries to protect his beloved from a serial killer in a parallel universe.
Trap,"['thriller', 'mystery', 'psychological', 'drama']","['investigation', 'suspense', 'action', 'detective fiction', 'dark fiction', 'unreliable narrator', 'speech disorder', 'police department', 'political power', 'workplace abuse ']",7,9-Feb-19,3-Mar-19,"['saturday', 'sunday']",['OCN'],70,7.8,1394,2212,2437,15+ - Teens 15 or older,"3,816","['Lee Seo Jin', 'Sung Dong Il', 'Im Hwa Young', 'Kim Kwang Gyu', 'Seo Young Hee', 'Yoon Gyung Ho']",[],7.2,136,"Kang Woo Hyun is a respected anchor at a broadcasting station. He has a lovely family and he is asked to enter the political field. His life seems perfect. One day, he goes on a trip with his family and a tragic situation occurs. Meanwhile, Go Dong Kook is a veteran detective. He takes Kang Woo Hyun's case and investigates."
Triangle,"['action', 'business', 'romance', 'drama']","['gambling', 'casino setting', 'morally ambiguous male lead', 'detective male lead', 'male centered plot', ""brothers' relationship"", 'confident male lead', 'passive female lead', 'ambitious male lead', 'flashback to past ']",26,5-May-14,29-Jul-14,"['monday', 'tuesday']",['MBC'],60,7.7,3067,2916,1037,15+ - Teens 15 or older,"9,873","['Lee Bum Soo', 'Kim Jae Joong', 'Im Si Wan', 'Baek Jin Hee', 'Oh Yeon Soo', 'Park Ji Yeon']",[],N/A,N/A,N/A
Trio,N/A,[''],17,6-Nov-02,2-Jan-03,"['wednesday', 'thursday']",['MBC'],N/A,6,2,99999,99999,Not Yet Rated,44,"['Lee Jung Jin', 'Ryu Jin', 'Son Ji Chang', 'Kim So Yeon', 'Yoo Ji In', 'Lee Jung Hoon']",[],N/A,N/A,N/A
Trolley,"['mystery', 'melodrama']","['politician male lead', 'hidden past', 'secret', 'married couple', 'investigation ']",16,N/A,N/A,N/A,['SBS'],N/A,N/A,N/A,32266,12278,Not Yet Rated,279,"['Kim Hyun Joo', 'Park Hee Soon ', 'Kim Mu Yeol', 'Jung Soo Bin', 'Ryu Hyun Kyung', 'Ki Tae Young']",[],N/A,N/A,N/A
True Beauty,"['comedy', 'romance', 'youth', 'drama']","['adapted from a webtoon', 'makeover', 'popular male lead', 'high school', 'beauty', 'hidden identity', 'beauty standards', 'love triangle', 'nice female lead', 'smart male lead ']",16,9-Dec-20,4-Feb-21,"['wednesday', 'thursday']",['tvN'],75,8.3,48689,578,28,15+ - Teens 15 or older,"87,988","['Moon Ga Young', 'Cha Eun Woo', 'Hwang In Youp', 'Park Yoo Na', 'Jang Hye Jin', 'Park Ho San']","['Viki', 'Apple TV']",8,"6,781","After being bullied and discriminated because of her ugly looks, a high school girl transforms herself into a gorgeous ""goddess"" and quickly rises to fame after mastering the art of makeup via online tutorial videos."
True Sword Battle,"['law', 'crime', 'drama']","['prosecutor female lead', 'prosecutor male lead', 'lawyer male lead', 'lawyer female lead', 'corruption ']",12,N/A,N/A,N/A,['KBS2'],N/A,N/A,N/A,32088,4163,15+ - Teens 15 or older,"1,818","['Doh Kyung Soo', 'Lee Se Hee', 'Ha Joon', 'Joo Bo Young', 'Lee Si Eon', 'Kim  Sang Ho']",[],N/A,N/A,N/A
Tunnel,"['thriller', 'mystery', 'sci-fi', 'fantasy']","['time travel', 'murder', 'bromance', 'hardworking male lead', 'hidden identity', 'strong female lead', 'character development', 'slight romance', 'teamwork', 'calm female lead ']",16,25-Mar-17,21-May-17,"['saturday', 'sunday']",['OCN'],64,8.7,15811,164,212,15+ - Teens 15 or older,"35,058","['Choi Jin Hyuk', 'Yoon Hyun Min', 'Lee Yoo Young', 'Jo Hee Bong', 'Kim Byung Chul', 'Kang Ki Young']","['WeTV', 'K-DRAMA', 'Viki']",8.3,"2,906",A detective follows the trail of a serial killer 30 years into the future and teams up with detectives in that time period to find the culprit.
Twelve Nights,"['romance', 'life', 'melodrama']","['photographer female lead', 'ballet dancer male lead', 'hardship', 'chasing a dream', 'ex-boyfriend comes back', 'meet again', 'time skip', 'strong male lead', 'eccentric female lead', 'photography ']",12,12-Oct-18,28-Dec-18,['friday'],"['Channel A', 'Viki']",75,7.4,1244,4581,2112,15+ - Teens 15 or older,"4,511","['Han Seung Yeon', 'Shin Hyun Soo', 'Jang Hyun Sung', 'Lee Ye Eun', 'Ye Soo Jung', 'Seo Eun Woo']",['Viki'],6.5,53,"""12 Nights"" is a travel romance drama that tells the story of a man and a woman who spend 12 nights together during their three trips."
Two Cops,"['mystery', 'comedy', 'romance', 'supernatural']","['bromance', 'love triangle', 'ghost', 'swindler male lead', 'smart male lead', 'tragic past', 'body swap', 'investigation', 'detective male lead', 'ghost male lead ']",32,27-Nov-17,16-Jan-18,"['monday', 'tuesday']",['MBC'],35,7.9,5054,2034,778,15+ - Teens 15 or older,"13,355","['Jo Jung Suk', 'Lee Hye Ri', 'Kim Seon Ho', 'Im Se Mi', 'Hoya', 'Lee Si Eon']","['Viki', 'Apple TV']",7.1,426,Cha Dong-Tak is a detective in pursuit of justice. A swindler's spirit takes possession of his body. The detective and swindler's spirit cooperate to solve cases. The detective falls in love with a reporter.
Two Mothers,"['romance', 'drama', 'family', 'melodrama']",['revenge '],102,3-Jun-14,7-Nov-14,"['monday', 'tuesday', 'wednesday', 'thursday', 'friday']",['KBS2'],35,7.1,169,74544,8396,Not Yet Rated,578,"['Jang Seo Hee', 'Hwang Dong Joo', 'Lee Chae Young', 'Bu Bae', 'Park Joon Geum', 'Lee Jung Hoon']",['KBS World'],7.4,19,N/A
Two Weeks,"['action', 'thriller', 'mystery', 'drama']","['child female lead', 'prosecutor female lead', 'detective male lead', 'single father male lead', 'leukemia', 'wrongfully accused', 'strong male lead', 'conspiracy', 'father-daughter relationship', 'gang ']",16,7-Aug-13,26-Sep-13,"['wednesday', 'thursday']",['MBC'],65,8.5,9064,367,427,15+ - Teens 15 or older,"21,513","['Lee Joon Gi', 'Park Ha Sun', 'Ryu Soo Young', 'Kim So Yeon', 'Lee Chae Mi', 'Jo  Min Ki']",['Viki'],N/A,N/A,N/A
Two Wives,"['romance', 'drama', 'melodrama']","['infidelity', 'second chance', 'amnesia', 'marriage', 'love triangle', 'family ']",120,4-May-09,30-Oct-09,"['monday', 'tuesday', 'wednesday', 'thursday', 'friday']",['SBS'],40,7,62,75687,12602,Not Yet Rated,265,"['Kim Ho Jin', 'Kim Ji Young', 'Son Tae Young', 'Kang Ji Sub', 'Andy', 'Kang Sung Jin']",[],N/A,N/A,N/A
Two Women's Room,"['romance', 'drama', 'family', 'melodrama']","['hotelier female lead', 'friends to enemies', 'rich female lead', 'soap opera', 'jealousy', 'revenge ']",119,5-Aug-13,17-Jan-14,"['monday', 'tuesday', 'wednesday', 'thursday', 'friday']",['SBS'],40,7.3,65,72032,10704,Not Yet Rated,368,"['Park Eun Hye', 'Kang Ji Sub', 'Kang Kyung Joon', 'Wang Bit Na', 'Lee Hwi Hyang', 'Han Jin Hee']",[],N/A,N/A,N/A
Ugly Alert,"['business', 'romance', 'family', 'melodrama']","['rich woman/poor man', 'nice male lead', 'strong female lead', 'female chases male first', 'bromance', 'unexpected pregnancy', 'steamy kiss', 'multiple couples', 'poor male lead', 'ex-convict male lead ']",133,20-May-13,29-Nov-13,"['monday', 'tuesday', 'wednesday', 'thursday', 'friday']",['SBS'],35,8.3,1983,618,1360,15+ - Teens 15 or older,"7,490","['Im Joo Hwan', 'Kang So Ra', 'Kang  Byul', 'Choi  Tae Joon', 'Kim Seol Hyun', 'Shin So Yool']",['SBS VOD'],8.4,52,"Joon-soo is sent to prison for a murder he didn't commit. During his incarceration, Joon-soo is taught how to sew. After his release, Joon-soo is hired by a fashion company. Joon-soo eventually falls in love with a co-worker named Do-hee."
Ugly Miss Young-ae,"['comedy', 'romance', 'life']",[''],20,31-Oct-16,3-Jan-17,"['monday', 'tuesday']",['tvN'],60,7.3,13,72023,99999,15+ - Teens 15 or older,131,"['Kim Hyun Sook', 'Lee Seung Joon', 'Jo Duk Je', 'Kwak Jin', 'Lee Soo Min', 'Yoon Seo Hyun']",[],N/A,N/A,N/A
Unasked Family,"['comedy', 'romance', 'drama', 'family']","['orphan male lead', 'heart surgery', 'optimistic male lead', 'jealousy', 'heart disease', 'accident', 'misunderstanding', 'love triangle', 'time skip', 'death of a husband ']",123,28-Oct-19,17-Apr-20,"['monday', 'tuesday', 'wednesday', 'thursday', 'friday']",['KBS1'],30,7.5,237,68165,7014,15+ - Teens 15 or older,807,"['Choi Yoon So', 'Seol Jung Hwan', 'Shim Ji Ho', 'Jung Yoo Min', 'Lee Da Ni', 'Yang Hee Kyung']",['KBS World'],7.4,12,"When Kang Yeo-Won was a university student, she dreamed of becoming a reporter. An unexpected pregnancy, caused her to change that dream. She is now a housewife and she is busy taking care of her troublemaker in-laws, raising her child and managing her family's finances. Her husband gets into an accident and her life changes. Meanwhile, Bong Chun-Dong grew up in an orphanage with his younger sister. He had a heart disease, but he was able to get an operation due to Hwang Byung-Rae. He is now a grown man. Bong Chun-Dong passes his bar exam, but he works for Hwang Byung-Rae."
Uncle,"['music', 'comedy', 'drama']","['uncle-nephew relationship', 'non-mdl remake', 'musician male lead', 'single father male lead', 'raised by sister', 'mental illness', 'family relationship', 'older man/younger woman', 'betrayal', 'multiple mains ']",16,11-Dec-21,30-Jan-22,"['saturday', 'sunday']","['TV Chosun', 'Viki']",70,8.1,959,1228,2877,15+ - Teens 15 or older,"3,083","['Oh Jung Se', 'Jeon Hye Jin', 'Lee Kyung Hoon', 'Park Sun Young', 'Lee Sang Woo', 'Lee Shi Won']",['Viki'],8.4,75,A music drama about an unemployed uncle and his 12-year-old nephew.
Uncontrollably Fond,"['comedy', 'romance', 'drama', 'melodrama']","['tearjerker', 'terminal illness', 'star crossed lovers', 'poor female lead', 'male chases female first', 'second chance', 'pre-produced', 'obsession', 'rich male lead', 'snowy setting ']",20,6-Jul-16,8-Sep-16,"['wednesday', 'thursday']",['KBS2'],60,8.1,28172,1214,71,15+ - Teens 15 or older,"64,735","['Kim Woo Bin', 'Bae Suzy', 'Im Joo Hwan', 'Im Ju Eun', 'Yoo Oh Sung', 'Jin Kyung']","['Hulu', 'Viki', 'WeTV', 'Netflix']",7.8,"2,953","The memory of their painful breakup still fresh in their minds, two former lovers reunite years later as a top actor and a documentary producer."
Undercover,"['action', 'thriller', 'mystery', 'crime']","['corruption', 'strong female lead', 'double identity', 'political', 'loving husband', 'strong male lead', 'smart female lead', 'family relationship', 'married couple', 'smart male lead ']",16,23-Apr-21,12-Jun-21,"['friday', 'saturday']",['jTBC'],75,7.9,1152,1672,1761,15+ - Teens 15 or older,"5,509","['Ji Jin Hee', 'Kim Hyun Joo', 'Yeon Woo Jin', 'Han Sun Hwa', 'Yoo Sun Ho', 'Lee Jae In']",[],7.7,187,"A female civil-rights lawyer begins to doubt her husband, whom she has been married for 20 years."
Unkind Ladies,"['comedy', 'romance', 'drama']","['sismance', 'female centered plot', 'announcer female lead', 'teacher female lead', 'kendo', 'calm male lead', 'family', 'friendship ']",24,25-Feb-15,14-May-15,"['wednesday', 'thursday']",['KBS2'],70,7.5,743,4137,3404,Not Yet Rated,"2,459","['Kim Hye Ja', 'Chae Shi Ra', 'Do Ji Won', 'Lee  Ha Na ', 'Lee Soon Jae', 'Jang Mi Hee ']",['KBS World'],6.6,33,"New episodes will be released every Thursday and Friday! Motherhood and sisterhood come full circle in this heartwarming glimpse into the lives of three generations of women. As a single mother, Kang Soon Ok (Kim Hye Ja) often laments her misfortunes, while her daughters Kim Hyun Sook (Chae Si Ra) and Kim Hyun Jung (Do Ji Won) also struggle with their own. But when Hyun Sook's daughter Jung Ma Ri (Lee Ha Na) becomes an unlikely source of wisdom, the entire family begins to view life differently. Will they realize just how lucky they really are?"
Unknown Woman,"['drama', 'family', 'melodrama']","['smart female lead', 'soap opera', 'strong female lead', 'revenge ']",102,24-Apr-17,15-Sep-17,"['monday', 'tuesday', 'wednesday', 'thursday', 'friday']",['KBS2'],35,7.4,329,4664,5996,15+ - Teens 15 or older,"1,045","['Oh Ji Eun', 'Seo Ji Suk', 'Park  Yoon Jae', 'Choi Yoon So', 'Bae Jong Ok', 'Park Joon Hyuk']",['KBS World'],2.7,46,N/A
Unstoppable Marriage,"['comedy', 'romance', 'family']",[''],140,5-Nov-07,30-May-08,"['monday', 'tuesday', 'wednesday', 'thursday', 'friday']",['KBS2'],40,7.4,144,70150,7814,15+ - Teens 15 or older,660,"['Seo Do Young', 'Jung Da Young', 'Kim Soo Mi', 'Park Chae Kyung', 'Kim Hye Na', 'Choi Soo Young']",[],8.5,17,N/A
Until the Azalea Blooms,['drama'],"['slush funds', 'married couple', 'miniseries', 'strong female lead', 'love triangle ']",8,5-Jan-98,28-Jan-98,"['monday', 'tuesday']",['KBS2'],N/A,4,1,99999,99999,Not Yet Rated,13,"['Yeom Jung Ah', 'Yoo Tae Woong', 'Kim Ji Yun', 'Jung Wook', 'Noh Hyun Hee', 'Heo Yoon Jung']",[],N/A,N/A,N/A
Untouchable,"['action', 'thriller', 'mystery', 'business']","['investigation', 'suspense', 'law', ""brothers' relationship"", 'wealth obsession', 'apparent death', 'congressman', 'wrongfully accused', 'rich family', 'slight romance ']",16,24-Nov-17,20-Jan-18,"['friday', 'saturday']",['jTBC'],60,7.4,800,4516,2691,15+ - Teens 15 or older,"3,405","['Kim Sung Kyun', 'Jin Goo', 'Go Joon Hee', 'Jung Eun Ji', 'Bae Yoo Ram', 'Choi Jong Won']",['Disney+ Hotstar'],7.4,65,"The city of Bukcheon has been dominated by the Jang family for 3 generations. Jang Joon-Seo (Jin Goo) is the second son of family leader Jang Beom-Ho. A woman who Jang Joon-Seo loves dies. After that, he tries to reveal the truth about her death and a secret from his family."
Vagabond,"['action', 'thriller', 'mystery', 'crime']","['corruption', 'plane crash', 'death', 'revenge', 'national intelligence service', 'strong male lead', 'terrorist', 'street fight', 'deception', 'blackmail ']",16,20-Sep-19,23-Nov-19,"['friday', 'saturday']","['Netflix', 'SBS']",70,8.5,28467,311,79,15+ - Teens 15 or older,"62,249","['Lee Seung Gi', 'Bae Suzy', 'Shin Sung Rok', 'Moon Jung Hee', 'Baek  Yoon Shik', 'Moon Sung Geun']",['Netflix'],8.2,"8,130",An ordinary man who comes across surprising circumstances that place him in the center of a huge corruption scandal.
Vampire Idol,"['comedy', 'drama', 'supernatural', 'sitcom']","[""roommates' relationship"", 'vampire male lead', 'melodrama', 'vampire ']",79,5-Dec-11,30-Mar-12,"['monday', 'tuesday', 'wednesday', 'thursday', 'friday']",['MBN'],30,7.3,412,71326,2871,Not Yet Rated,"3,089","['Lee Jung', 'Lee Soo Hyuk', 'Bang Min Ah', 'Kang Min Kyung', 'Lee Yoo Bi', 'Chun Woo Hee']",[],6.9,28,"Young Vampire prince, from Vampire planet visits earth to see live performance of his favorite Idol contender, and remains stuck there with his three trusted and loyal servants. He then decides to join competition himself."
Vampire Prosecutor,"['action', 'mystery', 'drama', 'supernatural']","['supernatural power', 'police procedural', 'investigation', 'vampire', 'death', 'murder', 'violence', 'detective fiction', 'prosecutor female lead', 'prosecutor male lead ']",12,2-Oct-11,18-Dec-11,['sunday'],['OCN'],58,8.2,5363,919,776,15+ - Teens 15 or older,"13,416","['Yeon Jung Hoon', 'Lee Young Ah', 'Lee Won Jong', 'Kim Joo Young', 'Jang Hyun Sung', 'Park Jae Hoon']",[],7.6,239,"Head Prosecutor, Min Tae-yeon, was bitten by a vampire. Now he uses his new supernatural powers to solve crime."
