kdrama_name,imdb_rating,imdb_users,imdb_description
Who Are You?,7.4,46,"Son Il-Geon dies unexpectedly. Worried about leaving his daughter all alone, he's given 49 days to deal with his unfinished business and gets sent back as a ghost that, for 3 hours a day, can possess the body of businessman Cha Seung-Hyo."
Why Her,7.7,520,"The youngest partner at one of the nation's most prestigious law offices, Oh Soo Jae has already proven she has what it takes to be one of the country's best lawyers. Driven by her self-righteous principles and a never-ending desire to win, Soo Jae is well on her way to becoming one TK Law Firm's top attorneys. But when one of her cases takes an unexpected turn, Soo Jae is forced to watch as all of her hard work comes crumbling down around her. Demoted at work, Soo Jae is forced to take on the role of adjunct professor at a local law school. Determined to win back her position within the firm, Soo Jae does her best to settle into her new role but the sting of demotion still lingers. Only after meeting Gong Chan, a university student whose path frequently crosses with Soo Jae, does that sting begin to lessen. Despite carrying the burdens of a painful past, Gong Chan's warm heart remains strong, especially as his affection for Soo Jae grows. Obviously smitten with Soo Jae, Gong Chan stays by her side, even as she struggles to find a way back into the firm's good graces. Will her determination and Gong Chan's support be enough to restore her position, or will the powers that be continue to push her down?

—Rakuten Viki"
Wild Romance,7.2,274,"Late at night in a Karaoke bar, Yoo Eun-Jae's father sees the Red Dreamers Baseball player Park Moo-Yeol, who he blames for ruining his beloved Blue Seagulls chance at the Championship, and gets into a confrontation. Yoo Eun-Jae, a bodyguard, defends her father using her Judo skills and throws Park Moo-Yeol to the ground. When the Red Dreamers find out a video of the incident has hit the Internet they decide that to prevent the negative publicity they will hire Yoo Eun-Jae to guard Park Moo-Yeol. This allows them to claim that the whole incident was merely practice and not the latest in a string of offences and embarrassments by Park Moo-Yeol. For the ploy to work under media attention however, Yoo Eun-Jae must actually perform as expected, in close attendance to Park Moo-Yeol. Thus the story plays out with Yoo Eun-Jae and Park Moo-Yeol battling not only each other, but a sinister stalker out to get the infamous Red Dreamer star Park Moo-Yeol.

—baby-luck"
Wok of Love,7.5,944,"Set at a small Chinese restaurant, ""Wok of Love"" follows Seo Poong's attempt at survival, food and love."
Woman of 9.9 Billion,7.3,78,"An unfortunate woman named Jung Seo Yeon, who lives an overall hopeless life, comes across 9.9 million dollars and does whatever she can to keep it. Kang Tae Woo, a former detective, tries to uncover the truth behind his brother's death."
Woman with a Suitcase,7.1,58,"A paralegal that has a reputation for getting things done meets a former prosecutor turned paparazzi owner who is trying to unravel the case that got him disbarred. She'll do whatever it takes to solve a case, which is just what he needs. Will the mega corp Oh Sung flatten them both, and will they fall in love?"
Wonderful Days,7.3,57,"Dong Suk grew up as a smart young boy, but came from a poor family background. He is now a successful prosecutor and comes back to his hometown for the first time in 14 years. There, he happens to meet his first love Hae Won and falls in love with her all over again.

—MyDramaList"
Wonderful Mama,5.7,15,"Despite modest roots, Yoon Bok Hee (Bae Jong Ok) excels as a financial lender and starts her own real estate business, eventually becoming a millionaire. The view is great at the top of her game, until Alzheimer's redefines her golden years. Bok Hee resolves to focus on her children, who all need major help in getting their acts together, especially eldest daughter Go Young Chae (Jung Yoo Mi), a gold-digging designer. Unexpected help arrives in the form of Jang Hoon Nam (Jung Gyu Woon), whose warmth, kindness and sense of responsibility stand to change Young Chae's life forever. Meanwhile, time is running out for Bok Hee - can she trust that her children will take care of themselves, her business - and her?"
Woori the Virgin,5.3,187,"Oh Woori is the assistant writer of a popular drama series. She has vowed to remain a virgin until she marries, and has shied away from romantic relationships to remain chaste until she marries. She is dating the devoted police officer Lee Kang Jae, but when she attends a routine medical exam, a terrible mix-up occurs, and is accidentally artificially inseminated. She later discovers her pregnancy and demands that the hospital gets to the case's bottom. Eventually, she discovers that the donor whose child she is now pregnant with is none other than the CEO of a notable cosmetics firm named Diamond Cosmetics. This CEO, named Raphael, is going through a messy divorce with his wife Lee Ma Ri, a beautiful woman who does not want to split with her husband, chiefly for financial reasons. But when Raphael learns he is to be a father, things get very complicated - particularly after she realizes that there is a secret past connection that links him to Oh Woori."
Working Mom,6.9,9,N/A
You and I,8.9,8,"Park Jae Chul is an old sailor and a father to three sons and one daughter, Dong Kyu (the eldest), Young Kyu, Sang Ok and Min Kyu (youngest). Dong Kyu is a working man and carries the responsibility as the eldest in his family. He's in love with Yoon Su Kyung (his co-worker). They work together to overcome all difficulties to get married. Young Kyu dreams of nothing but money and marrying a rich girl one day. While serving in the military, he tricked a naive country girl Mi Sook, promising to marry her. Mi Sook becomes blinded by love and provided all his needs. Sang Ok is the only girl in the family. She's a college student. Their youngest Min Kyu is a quiet and introverted son. He distances himself from his family and people because he's troubled by the fact that he's from another mother. Though he's a talented painter, he doesn't use his talent much. His brother Young Kyu and the rich girl Shi Yeon always stand by his side and push him to be better.

—Anonymous"
You Are My Destiny,7.8,73,The story of four families and their differences with each other. But things start to change when a young orphan girl enters their lives.
You Are My Spring,7.4,618,A hotel concierge and a psychiatrist with traumatic childhoods form a heartfelt bond when they become entangled in a perplexing local murder case.
You Are the Best!,7.3,253,Lee Soon Shin goes through hardships after the death of her father. Soon Shin struggles to find happiness as the changes in her life affects everyone around her. Her love story continues in the mist of ups and downs of her life.
You Are the Only One,6.8,7,Several families from different families live under the same roof to save money.
You're All Surrounded,7.5,"1,261","P4: are the new recruits in the violent crimes unit at Gangnam Police Station. The journey of four young cops as they fumble, learn, fall in love and find their way to becoming people the citizens can trust."
Young Lady and Gentleman,6.7,123,"Lee Young Kook is a widower with three children. He decides to hire Park Dan Dan as a live-in tutor for his kids and he becomes attracted to her despite the age difference. Probably because Park Dan Dan is funny, charming, and positive even though her circumstances are not. In English, this series title is ""Young Lady and Gentlemen.""

—ralexaredd"
Your Honor,7.7,244,"Two identical twins, Han Soo Ho and Han Kang Ho, look exactly alike but lead entirely different lives. Han Soo Ho is a respectable judge who does everything by the book, while Han Kang Ho is not only a convicted criminal but a repeat offender. When Han Soo Ho suddenly disappears, Han Kang Ho ends up taking his brother's place and living a new life as a judge."
